Time (s),Voltage (V)
1.5729453563690186,45
1.5833139419555664,45
1.593425989151001,45
1.6039836406707764,45
1.6141083240509033,45
1.624448537826538,45
1.6351723670959473,45
1.645900011062622,45
1.6566698551177979,45
1.667372226715088,45
1.6779978275299072,45
1.6883656978607178,45
1.6990063190460205,45
1.7094149589538574,45
1.720144510269165,45
1.730858564376831,45
1.7413861751556396,45
1.7521133422851562,45
1.762770414352417,45
1.7732899188995361,45
1.7838056087493896,45
1.7943174839019775,45
1.8048481941223145,45
1.8153889179229736,45
1.8260157108306885,45
1.8361268043518066,45
1.8464367389678955,45
1.8570809364318848,45
1.8671987056732178,45
1.8779022693634033,45
1.888106346130371,45
1.8983278274536133,45
1.9089035987854004,45
1.919557809829712,45
1.9298136234283447,45
1.9403774738311768,45
1.9510984420776367,45
1.9616670608520508,45
1.9721832275390625,45
1.9826984405517578,45
1.9929156303405762,45
2.0034520626068115,45
2.0135929584503174,45
2.024106979370117,45
2.0343306064605713,45
2.044905424118042,45
2.0554163455963135,45
2.065944194793701,45
2.076463222503662,45
2.0870115756988525,45
2.0977394580841064,45
2.108458995819092,45
2.119180679321289,45
2.1298534870147705,45
2.1403656005859375,45
2.1508748531341553,45
2.161421298980713,45
2.172065019607544,45
2.1828181743621826,45
2.193554639816284,45
2.2040772438049316,45
2.214599370956421,45
2.2251131534576416,45
2.235623836517334,45
2.2461557388305664,45
2.2567174434661865,45
2.267284393310547,45
2.2778401374816895,45
2.2884669303894043,45
2.2991297245025635,45
2.3096532821655273,45
2.3201663494110107,45
2.3306803703308105,45
2.3412134647369385,45
2.3517255783081055,45
2.3622748851776123,45
2.3729803562164307,45
2.3835158348083496,45
2.3936331272125244,45
2.4042863845825195,45
2.4145476818084717,45
2.4250597953796387,45
2.4356071949005127,45
2.446147918701172,45
2.456696033477783,45
2.467014789581299,45
2.4773688316345215,45
2.4880282878875732,45
2.4986486434936523,45
2.50940203666687,45
2.5199241638183594,45
2.5304369926452637,45
2.540947675704956,45
2.551459312438965,45
2.562013864517212,45
2.572634696960449,45
2.583247661590576,45
2.5937659740448,45
2.6044743061065674,45
2.6151044368743896,45
2.625734567642212,45
2.6358466148376465,45
2.6459310054779053,45
2.6564624309539795,45
2.6670172214508057,45
2.677574872970581,45
2.687692642211914,45
2.6979386806488037,45
2.708660125732422,45
2.7187814712524414,45
2.7291293144226074,45
2.7393786907196045,45
2.749506950378418,45
2.7600629329681396,45
2.770616054534912,45
2.7808330059051514,45
2.7914345264434814,45
2.8020782470703125,45
2.812610387802124,45
2.8227365016937256,45
2.8330376148223877,45
2.843571424484253,45
2.8537018299102783,45
2.863881826400757,45
2.8744513988494873,45
2.884875535964966,45
2.895132541656494,45
2.905691385269165,45
2.91601824760437,45
2.926710367202759,45
2.9373679161071777,45
2.948118209838867,45
2.9585540294647217,45
2.9692819118499756,45
2.9799365997314453,45
2.990563154220581,45
3.0010833740234375,45
3.0116164684295654,45
3.0217294692993164,45
3.032087564468384,45
3.0427963733673096,45
3.0535385608673096,45
3.0642335414886475,45
3.074815511703491,45
3.0853371620178223,45
3.095740795135498,45
3.106090784072876,45
3.116225004196167,45
3.126744508743286,45
3.137120246887207,45
3.1478707790374756,45
3.1586194038391113,45
3.169227123260498,45
3.1798722743988037,45
3.190600872039795,45
3.2011539936065674,45
3.2116808891296387,45
3.222313165664673,45
3.2329113483428955,45
3.2434511184692383,45
3.253922939300537,45
3.2646424770355225,45
3.2748806476593018,45
3.285527467727661,45
3.2963571548461914,45
3.306933879852295,45
3.3172216415405273,45
3.327868700027466,45
3.3384053707122803,45
3.3490164279937744,45
3.3591465950012207,45
3.3693807125091553,45
3.3798558712005615,45
3.390252113342285,45
3.4009275436401367,45
3.4116010665893555,45
3.4222946166992188,45
3.4328625202178955,45
3.4435195922851562,45
3.454089641571045,45
3.4646222591400146,45
3.475212574005127,45
3.4856886863708496,45
3.496237277984619,45
3.506810188293457,45
3.517221689224243,45
3.5279359817504883,45
3.53865909576416,45
3.5492374897003174,45
3.5595786571502686,45
3.570115089416504,45
3.5807199478149414,45
3.5910353660583496,45
3.6014223098754883,45
3.6119563579559326,45
3.622455358505249,45
3.632869243621826,45
3.643427848815918,45
3.6536622047424316,45
3.6640236377716064,45
3.674578905105591,45
3.6849582195281982,45
3.6951777935028076,45
3.705472230911255,45
3.715758800506592,45
3.7260234355926514,45
3.7362184524536133,45
3.746607780456543,45
3.7572712898254395,45
3.768019914627075,45
3.778789758682251,45
3.7895359992980957,45
3.799862861633301,45
3.8105831146240234,45
3.8211019039154053,45
3.8313279151916504,45
3.84183931350708,45
3.852037191390991,45
3.86246657371521,45
3.8725998401641846,45
3.8831653594970703,45
3.8933372497558594,45
3.9039926528930664,45
3.91451096534729,45
3.9248032569885254,45
3.9353621006011963,45
3.9455559253692627,45
3.9557151794433594,45
3.9662864208221436,45
3.976663827896118,45
3.987290620803833,45
3.9978652000427246,45
4.008464574813843,45
4.019132137298584,45
4.0297157764434814,45
4.040262460708618,45
4.050804615020752,45
4.0612897872924805,45
4.071831464767456,45
4.082075834274292,45
4.092691898345947,45
4.102999210357666,45
4.113178968429565,45
4.1235268115997314,45
4.133642911911011,45
4.143768310546875,45
4.154287576675415,45
4.1648030281066895,45
4.174891948699951,45
4.185307264328003,45
4.195375919342041,45
4.205735445022583,45
4.216461896896362,45
4.226638078689575,45
4.237154245376587,45
4.247539043426514,45
4.258015155792236,45
4.268312931060791,45
4.2787322998046875,45
4.288794040679932,45
4.299413442611694,45
4.309752941131592,45
4.32047438621521,45
4.3311896324157715,45
4.341784238815308,45
4.352163314819336,45
4.362455368041992,45
4.372642517089844,45
4.382936954498291,45
4.393484830856323,45
4.404067277908325,45
4.414587736129761,45
4.425084829330444,45
4.435683488845825,45
4.445974588394165,45
4.456229209899902,45
4.466875076293945,45
4.477411270141602,45
4.487518787384033,45
4.498005151748657,45
4.508342027664185,45
4.518603086471558,45
4.529133319854736,45
4.539674282073975,45
4.550204753875732,45
4.560830593109131,45
4.571023464202881,45
4.581543922424316,45
4.59208083152771,45
4.602657794952393,45
4.613218069076538,45
4.6236395835876465,45
4.634186506271362,45
4.644709587097168,45
4.655072927474976,45
4.66575813293457,45
4.676391839981079,45
4.687108278274536,45
4.697209119796753,45
4.707765102386475,45
4.7183997631073,45
4.728805065155029,45
4.7392168045043945,45
4.749547958374023,45
4.760080814361572,45
4.770467042922974,45
4.780834913253784,45
4.79118275642395,45
4.801901340484619,45
4.812631607055664,45
4.823366641998291,45
4.834088563919067,45
4.844861268997192,45
4.855634450912476,45
4.866308212280273,45
4.8768744468688965,45
4.887489080429077,45
4.89811110496521,45
4.908724784851074,45
4.9193572998046875,45
4.929970026016235,45
4.940621376037598,45
4.951315641403198,45
4.961582660675049,45
4.972042083740234,45
4.98255467414856,45
4.993103742599487,45
5.003786087036133,45
5.014279842376709,45
5.025021553039551,45
5.035693168640137,45
5.046207666397095,45
5.056691408157349,45
5.067144870758057,45
5.077689170837402,45
5.088238954544067,45
5.098803997039795,45
5.1089184284210205,45
5.119265556335449,45
5.129780530929565,45
5.140359401702881,45
5.150604724884033,45
5.160954713821411,45
5.171032428741455,45
5.181289196014404,45
5.191835641860962,45
5.202374696731567,45
5.212815046310425,45
5.223554849624634,45
5.234256029129028,45
5.2449822425842285,45
5.2555153369903564,45
5.265855073928833,45
5.276143550872803,45
5.286780118942261,45
5.297446012496948,45
5.3079822063446045,45
5.318364381790161,45
5.328904151916504,45
5.339175462722778,45
5.3499791622161865,45
5.360491514205933,45
5.371034145355225,45
5.381471157073975,45
5.391814947128296,45
5.40217661857605,45
5.412797212600708,45
5.42345666885376,45
5.434164047241211,45
5.444766283035278,45
5.455096244812012,45
5.465306758880615,45
5.475630283355713,45
5.48622465133667,45
5.496349811553955,45
5.506744384765625,45
5.517397165298462,45
5.527809381484985,45
5.538430452346802,45
5.548961877822876,45
5.559414625167847,45
5.570068836212158,45
5.580443859100342,45
5.59098219871521,45
5.601114988327026,45
5.611632347106934,45
5.622147798538208,45
5.632692575454712,45
5.643373012542725,45
5.654091119766235,45
5.664208889007568,45
5.674516677856445,45
5.684633016586304,45
5.69501256942749,45
5.7055346965789795,45
5.71605372428894,45
5.7261717319488525,45
5.736412286758423,45
5.7470433712005615,45
5.757758140563965,45
5.768490791320801,45
5.779089689254761,45
5.789769172668457,45
5.800286054611206,45
5.810819387435913,45
5.8213770389556885,45
5.831624269485474,45
5.842053651809692,45
5.852429628372192,45
5.863188743591309,45
5.873828411102295,45
5.884575366973877,45
5.895282030105591,45
5.905794143676758,45
5.916325330734253,45
5.926433563232422,45
5.936695575714111,45
5.947323560714722,45
5.957437753677368,45
5.967689275741577,45
5.977994680404663,45
5.988726615905762,45
5.998934984207153,45
6.0090906620025635,45
6.019806146621704,45
6.029911994934082,45
6.040236711502075,45
6.050480604171753,45
6.061129093170166,45
6.071650981903076,45
6.081944704055786,45
6.0922698974609375,45
6.102440357208252,45
6.112688064575195,45
6.123005628585815,45
6.1337292194366455,45
6.144034147262573,45
6.1544694900512695,45
6.165102958679199,45
6.175501346588135,45
6.186144113540649,45
6.1966164112091064,45
6.2071545124053955,45
6.217690706253052,45
6.227917671203613,45
6.238585472106934,45
6.249237775802612,45
6.259883642196655,45
6.270647764205933,45
6.281386613845825,45
6.291893005371094,45
6.302139520645142,45
6.3124730587005615,45
6.3228983879089355,45
6.333292484283447,45
6.343822956085205,45
6.354288816452026,45
6.364560842514038,45
6.375312805175781,45
6.386014223098755,45
6.3966569900512695,45
6.407185316085815,45
6.417531490325928,45
6.427796840667725,45
6.438250303268433,45
6.448925495147705,45
6.459299325942993,45
6.46985936164856,45
6.480229377746582,45
6.49076247215271,45
6.501426696777344,45
6.511704444885254,45
6.522224426269531,45
6.532541751861572,45
6.543212652206421,45
6.553616762161255,45
6.563876628875732,45
6.574313640594482,45
6.58499002456665,45
6.595112562179565,45
6.605352401733398,45
6.615469694137573,45
6.625824451446533,45
6.636196136474609,45
6.646747827529907,45
6.657008647918701,45
6.667535066604614,45
6.6777849197387695,45
6.688308238983154,45
6.698897123336792,45
6.709233522415161,45
6.719455003738403,45
6.729994535446167,45
6.740093469619751,45
6.750228643417358,45
6.76087498664856,45
6.771066665649414,45
6.781417369842529,45
6.792006969451904,45
6.802537202835083,45
6.812665939331055,45
6.823085308074951,45
6.833476543426514,45
6.844014406204224,45
6.854541301727295,45
6.865054130554199,45
6.875633478164673,45
6.886305809020996,45
6.896941900253296,45
6.9072582721710205,45
6.917953968048096,45
6.928507566452026,45
6.9390363693237305,45
6.949827194213867,45
6.960367679595947,45
6.9710853099823,45
6.981765985488892,45
6.992354154586792,45
7.003119230270386,45
7.013395547866821,45
7.023805379867554,45
7.034364223480225,45
7.04473352432251,45
7.05548357963562,45
7.06562876701355,45
7.075920343399048,45
7.086555480957031,45
7.096680164337158,45
7.1073994636535645,45
7.117921829223633,45
7.1284019947052,45
7.138923645019531,45
7.14956259727478,45
7.160188436508179,45
7.1708338260650635,45
7.181368112564087,45
7.191546201705933,45
7.201878547668457,45
7.212524652481079,45
7.223108291625977,45
7.233628511428833,45
7.244240760803223,45
7.254941940307617,45
7.265592575073242,45
7.2760984897613525,45
7.2862231731414795,45
7.296463966369629,45
7.307246923446655,45
7.317905902862549,45
7.328667879104614,45
7.339237928390503,45
7.349883079528809,45
7.360475063323975,45
7.371128797531128,45
7.381485939025879,45
7.392044544219971,45
7.402365684509277,45
7.412743091583252,45
7.4232871532440186,45
7.433428525924683,45
7.443693399429321,45
7.454099655151367,45
7.464946746826172,45
7.475476264953613,45
7.485995769500732,45
7.496077299118042,45
7.506385326385498,45
7.516901254653931,45
7.527469635009766,45
7.537837743759155,45
7.548135757446289,45
7.558617115020752,45
7.5691444873809814,45
7.579580545425415,45
7.589898586273193,45
7.600201606750488,45
7.610344171524048,45
7.620663166046143,45
7.631402015686035,45
7.641526460647583,45
7.651825666427612,45
7.662466287612915,45
7.6732118129730225,45
7.683950901031494,45
7.694592237472534,45
7.705278158187866,45
7.715790748596191,45
7.726301193237305,45
7.736852169036865,45
7.747495412826538,45
7.758238792419434,45
7.768898248672485,45
7.779519319534302,45
7.7901246547698975,45
7.800342559814453,45
7.81092095375061,45
7.8215413093566895,45
7.831940174102783,45
7.8424599170684814,45
7.853053569793701,45
7.86318826675415,45
7.873313903808594,45
7.8842151165008545,45
7.894829750061035,45
7.90528130531311,45
7.915837526321411,45
7.926391839981079,45
7.936862230300903,45
7.947163820266724,45
7.9573798179626465,45
7.967526912689209,45
7.978080749511719,45
7.988614320755005,45
7.9988932609558105,45
8.00953221321106,45
8.020148277282715,45
8.030770778656006,45
8.041418075561523,45
8.051577091217041,45
8.062185287475586,45
8.072788715362549,45
8.083558082580566,45
8.094047546386719,45
8.104406356811523,45
8.11455774307251,45
8.124887943267822,45
8.135640382766724,45
8.145768880844116,45
8.155993700027466,45
8.16662335395813,45
8.177160739898682,45
8.187801361083984,45
8.198147535324097,45
8.208647727966309,45
8.218735694885254,45
8.229355096817017,45
8.239748477935791,45
8.249993801116943,45
8.260655641555786,45
8.271449565887451,45
8.28158950805664,45
8.291845560073853,45
8.302378177642822,45
8.312925100326538,45
8.323705434799194,45
8.334371566772461,45
8.344910144805908,45
8.3553466796875,45
8.365885257720947,45
8.376168966293335,45
8.386787414550781,45
8.397249460220337,45
8.407596111297607,45
8.418156623840332,45
8.428778171539307,45
8.439401149749756,45
8.450033903121948,45
8.46064305305481,45
8.470942735671997,45
8.48157262802124,45
8.492213726043701,45
8.502748250961304,45
8.513324975967407,45
8.52396821975708,45
8.534696817398071,45
8.545332670211792,45
8.555966138839722,45
8.566641092300415,45
8.57716703414917,45
8.587482690811157,45
8.598010301589966,45
8.6083083152771,45
8.618983507156372,45
8.629536867141724,45
8.640057802200317,45
8.650391817092896,45
8.661040544509888,45
8.67154312133789,45
8.681939125061035,45
8.692460298538208,45
8.70298171043396,45
8.713093280792236,45
8.723248720169067,45
8.733941078186035,45
8.744050979614258,45
8.754607200622559,45
8.765030145645142,45
8.775318622589111,45
8.785750150680542,45
8.796072483062744,45
8.8064284324646,45
8.81688404083252,45
8.827265501022339,45
8.837918996810913,45
8.848449230194092,45
8.858685970306396,45
8.868835926055908,45
8.879225969314575,45
8.889801263809204,45
8.899975538253784,45
8.910497665405273,45
8.920761585235596,45
8.931024074554443,45
8.941615343093872,45
8.952292680740356,45
8.96287751197815,45
8.973445177078247,45
8.983985185623169,45
8.994177103042603,45
9.004314184188843,45
9.014501333236694,45
9.024849653244019,45
9.035274982452393,45
9.045823812484741,45
9.056481838226318,45
9.066778182983398,45
9.076890230178833,45
9.087291717529297,45
9.097480297088623,45
9.107832193374634,45
9.11838698387146,45
9.128937005996704,45
9.139154434204102,45
9.149673700332642,45
9.159985780715942,45
9.170458316802979,45
9.180532932281494,45
9.191190481185913,45
9.201445817947388,45
9.212171077728271,45
9.22242021560669,45
9.232810735702515,45
9.243139743804932,45
9.253382682800293,45
9.26378870010376,45
9.274314880371094,45
9.2848379611969,45
9.295411825180054,45
9.305818796157837,45
9.316355228424072,45
9.326956748962402,45
9.337206602096558,45
9.347629308700562,45
9.357977628707886,45
9.368363618850708,45
9.379040718078613,45
9.389607667922974,45
9.40022087097168,45
9.410736083984375,45
9.421231031417847,45
9.431419849395752,45
9.441950798034668,45
9.452163934707642,45
9.462740182876587,45
9.472899913787842,45
9.483045101165771,45
9.493528366088867,45
9.503923416137695,45
9.514484643936157,45
9.524998664855957,45
9.53537130355835,45
9.545640707015991,45
9.556012868881226,45
9.566492795944214,45
9.577126264572144,45
9.587419271469116,45
9.597761631011963,45
9.60794472694397,45
9.618151903152466,45
9.62865924835205,45
9.63905143737793,45
9.64968466758728,45
9.660228252410889,45
9.670882940292358,45
9.681532382965088,45
9.692176580429077,45
9.702790975570679,45
9.713403940200806,45
9.724011898040771,45
9.734642744064331,45
9.744710922241211,45
9.755338191986084,45
9.765909671783447,45
9.776129484176636,45
9.786188840866089,45
9.796808958053589,45
9.807000875473022,45
9.81760573387146,45
9.828216075897217,45
9.838825941085815,45
9.84944462776184,45
9.860045909881592,45
9.870672941207886,45
9.881316661834717,45
9.891922235488892,45
9.902535676956177,45
9.913129329681396,45
9.92377519607544,45
9.934403419494629,45
9.945024490356445,45
9.955650806427002,45
9.966281175613403,45
9.97634482383728,45
9.98699164390564,45
9.99718427658081,45
10.007566452026367,45
10.01809048652649,45
10.02845311164856,45
10.038562536239624,45
10.04932951927185,45
10.059713125228882,45
10.070312261581421,45
10.080946207046509,45
10.091480255126953,45
10.10213589668274,45
10.112869024276733,45
10.123568773269653,45
10.133853435516357,45
10.144379615783691,45
10.154942035675049,45
10.166783571243286,45
10.177052021026611,45
10.187587261199951,45
10.198145627975464,45
10.208667755126953,45
10.218821048736572,45
10.229227304458618,45
10.239501237869263,45
10.249615669250488,45
10.25990343093872,45
10.270419359207153,45
10.280498743057251,45
10.291109323501587,45
10.301276445388794,45
10.311784982681274,45
10.322086095809937,45
10.33240294456482,45
10.342735052108765,45
10.353293895721436,45
10.363823413848877,45
10.374028444290161,45
10.384160995483398,45
10.394598722457886,45
10.404710531234741,45
10.415073156356812,45
10.425753593444824,45
10.436277627944946,45
10.446741819381714,45
10.456880569458008,45
10.467509508132935,45
10.478143215179443,45
10.488269329071045,45
10.49897575378418,45
10.509567022323608,45
10.51973557472229,45
10.53013563156128,45
10.540668725967407,45
10.55109167098999,45
10.561391592025757,45
10.571676969528198,45
10.582001447677612,45
10.592345714569092,45
10.6028311252594,45
10.61325716972351,45
10.623338222503662,45
10.633453369140625,45
10.643839359283447,45
10.654528856277466,45
10.665061235427856,45
10.67562747001648,45
10.685741901397705,45
10.695940732955933,45
10.706586360931396,45
10.717163324356079,45
10.727779388427734,45
10.738142013549805,45
10.748265027999878,45
10.758420944213867,45
10.768927812576294,45
10.779651880264282,45
10.790284395217896,45
10.800723552703857,45
10.81105661392212,45
10.821677446365356,45
10.832283973693848,45
10.842806100845337,45
10.85343337059021,45
10.86395812034607,45
10.87460708618164,45
10.885218620300293,45
10.8958899974823,45
10.90635085105896,45
10.916927337646484,45
10.927428483963013,45
10.937750339508057,45
10.948344230651855,45
10.958834409713745,45
10.969212770462036,45
10.97973918914795,45
10.990342378616333,45
11.000898838043213,45
11.011314153671265,45
11.0216383934021,45
11.032113790512085,45
11.042410612106323,45
11.05280876159668,45
11.063196420669556,45
11.073442459106445,45
11.083706617355347,45
11.093802213668823,45
11.104345798492432,45
11.11469841003418,45
11.125257968902588,45
11.136012554168701,45
11.146278142929077,45
11.156909227371216,45
11.167304039001465,45
11.17813515663147,45
11.188260555267334,45
11.198875904083252,45
11.20945692062378,45
11.220088958740234,45
11.230723857879639,45
11.241241216659546,45
11.251769065856934,45
11.261883735656738,45
11.272404670715332,45
11.282925128936768,45
11.293261289596558,45
11.303818702697754,45
11.314460039138794,45
11.325202226638794,45
11.3352952003479,45
11.345539569854736,45
11.355946779251099,45
11.366517782211304,45
11.376634120941162,45
11.386966466903687,45
11.397685050964355,45
11.408472776412964,45
11.419029712677002,45
11.429813861846924,45
11.440500259399414,45
11.45113730430603,45
11.46173882484436,45
11.472275733947754,45
11.48283576965332,45
11.493582963943481,45
11.50412654876709,45
11.51464581489563,45
11.525211095809937,45
11.535930395126343,45
11.546767234802246,45
11.556957721710205,45
11.56751036643982,45
11.578242540359497,45
11.588983058929443,45
11.599714040756226,45
11.610438585281372,45
11.620570182800293,45
11.630772352218628,45
11.641284465789795,45
11.651829957962036,45
11.66195011138916,45
11.672279596328735,45
11.683036088943481,45
11.693649768829346,45
11.703853368759155,45
11.714187383651733,45
11.7249014377594,45
11.735671997070312,45
11.746445178985596,45
11.757192373275757,45
11.767951488494873,45
11.778555631637573,45
11.789140462875366,45
11.799861431121826,45
11.810597658157349,45
11.820930242538452,45
11.831414461135864,45
11.841708898544312,45
11.852453231811523,45
11.8632071018219,45
11.873910188674927,45
11.884423732757568,45
11.894508600234985,45
11.905127763748169,45
11.915349245071411,45
11.92599606513977,45
11.93666386604309,45
11.947328329086304,45
11.957581281661987,45
11.968185901641846,45
11.978606939315796,45
11.989215850830078,45
11.99974274635315,45
12.010321855545044,45
12.020965814590454,45
12.031389474868774,45
12.041671991348267,45
12.051778078079224,45
12.062527179718018,45
12.073268413543701,45
12.083591222763062,45
12.093711614608765,45
12.104217290878296,45
12.11444354057312,45
12.124589681625366,45
12.135122537612915,45
12.145617485046387,45
12.156166553497314,45
12.166484594345093,45
12.176600217819214,45
12.18694806098938,45
12.197559118270874,45
12.207898378372192,45
12.21835708618164,45
12.22891616821289,45
12.239587783813477,45
12.249802827835083,45
12.260046243667603,45
12.270292282104492,45
12.28080940246582,45
12.291327476501465,45
12.30168890953064,45
12.312047004699707,45
12.322804689407349,45
12.333141326904297,45
12.343660354614258,45
12.354231357574463,45
12.364845514297485,45
12.375406980514526,45
12.385730981826782,45
12.396044731140137,45
12.406282186508179,45
12.41687536239624,45
12.427399635314941,45
12.438040018081665,45
12.448563814163208,45
12.458977460861206,45
12.469318866729736,45
12.479799032211304,45
12.490324258804321,45
12.500839471817017,45
12.511369466781616,45
12.521923780441284,45
12.53265380859375,45
12.542772769927979,45
12.553116798400879,45
12.563647985458374,45
12.574179649353027,45
12.584768533706665,45
12.595422506332397,45
12.605801820755005,45
12.616533279418945,45
12.626636505126953,45
12.636959552764893,45
12.647600650787354,45
12.658174514770508,45
12.668803453445435,45
12.67940616607666,45
12.689982414245605,45
12.70050311088562,45
12.71102237701416,45
12.721562147140503,45
12.73176646232605,45
12.741911888122559,45
12.752541542053223,45
12.763157367706299,45
12.773766279220581,45
12.784289121627808,45
12.794909000396729,45
12.80548906326294,45
12.816151857376099,45
12.8264319896698,45
12.836886405944824,45
12.847073316574097,45
12.857678413391113,45
12.868156433105469,45
12.878340482711792,45
12.889000415802002,45
12.899219751358032,45
12.9097421169281,45
12.920263528823853,45
12.930778980255127,45
12.941116571426392,45
12.95151138305664,45
12.962164402008057,45
12.972765922546387,45
12.983069658279419,45
12.993622303009033,45
13.003794193267822,45
13.014382362365723,45
13.025091409683228,45
13.035442113876343,45
13.045894861221313,45
13.056142330169678,45
13.066294193267822,45
13.076782703399658,45
13.086870908737183,45
13.096971988677979,45
13.107497692108154,45
13.117902278900146,45
13.12809157371521,45
13.138211250305176,45
13.14850115776062,45
13.158783912658691,45
13.169224977493286,45
13.179969549179077,45
13.190383672714233,45
13.201013803482056,45
13.211561441421509,45
13.222089052200317,45
13.232852458953857,45
13.243117570877075,45
13.253485918045044,45
13.264107942581177,45
13.274789571762085,45
13.28531289100647,45
13.295631170272827,45
13.306336164474487,45
13.31645154953003,45
13.326805353164673,45
13.337440013885498,45
13.347961664199829,45
13.358551979064941,45
13.368922233581543,45
13.37932538986206,45
13.389596939086914,45
13.400023221969604,45
13.410553455352783,45
13.420998096466064,45
13.43128776550293,45
13.441456079483032,45
13.451751232147217,45
13.462383031845093,45
13.473021984100342,45
13.483661413192749,45
13.494178056716919,45
13.504645586013794,45
13.514814138412476,45
13.524915218353271,45
13.53544306755066,45
13.545785903930664,45
13.55632996559143,45
13.566859483718872,45
13.5775625705719,45
13.587908267974854,45
13.598064661026001,45
13.60816240310669,45
13.618314981460571,45
13.628482818603516,45
13.639018058776855,45
13.649693727493286,45
13.660451889038086,45
13.671185970306396,45
13.681934595108032,45
13.692571878433228,45
13.70309567451477,45
13.713508367538452,45
13.724164485931396,45
13.734594583511353,45
13.744874715805054,45
13.755130052566528,45
13.76567554473877,45
13.776220321655273,45
13.786959886550903,45
13.79707407951355,45
13.80741024017334,45
13.81812858581543,45
13.828864812850952,45
13.839608192443848,45
13.850358009338379,45
13.861093997955322,45
13.87185001373291,45
13.8826003074646,45
13.89328670501709,45
13.903882026672363,45
13.914026737213135,45
13.92424201965332,45
13.934581756591797,45
13.945302486419678,45
13.956053256988525,45
13.966689586639404,45
13.977205753326416,45
13.987327814102173,45
13.997696161270142,45
14.008448600769043,45
14.019186973571777,45
14.02996301651001,45
14.040718078613281,45
14.051307439804077,45
14.061423540115356,45
14.071775674819946,45
14.082503080368042,45
14.093252182006836,45
14.103779315948486,45
14.11430549621582,45
14.12450885772705,45
14.134647130966187,45
14.14518690109253,45
14.155657768249512,45
14.165777206420898,45
14.176032543182373,45
14.186396837234497,45
14.197160005569458,45
14.207893371582031,45
14.218515396118164,45
14.229140996932983,45
14.23970627784729,45
14.25027322769165,45
14.260399103164673,45
14.270683526992798,45
14.28101658821106,45
14.29174017906189,45
